CustomerKey,FirstName,LastName,Gender,EmailAddress,BirthDate,AnnualIncome,EducationLevel,HomeOwner,MaritalStatus,Occupation,Prefix,TotalChildren
18901,CONNOR,SHAN,M,connor26@adventure-works.com,1951-09-09 00:00:00,20000,Partial High School,Y,S,Clerical,MR.,2
18902,STEVE,CHEN,M,steve6@adventure-works.com,1951-08-16 00:00:00,30000,High School,N,M,Skilled Manual,MR.,3
18903,LOUIS,ZENG,M,louis16@adventure-works.com,1951-11-27 00:00:00,30000,High School,Y,S,Skilled Manual,MR.,3
18904,EMMA,THOMAS,F,emma10@adventure-works.com,1980-10-13 00:00:00,30000,Partial College,N,S,Skilled Manual,MS.,0
18905,SAMUEL,ADAMS,M,samuel44@adventure-works.com,1979-10-03 00:00:00,70000,Partial College,N,S,Skilled Manual,MR.,0
18906,ADRIENNE,GUTIERREZ,F,adrienne7@adventure-works.com,1952-04-13 00:00:00,30000,High School,Y,S,Skilled Manual,MRS.,3
18907,PRISCILLA,NARA,F,priscilla15@adventure-works.com,1952-05-18 00:00:00,30000,High School,Y,M,Skilled Manual,MRS.,3
18908,KRYSTAL,SUN,F,krystal13@adventure-works.com,1954-08-17 00:00:00,80000,Partial College,N,S,Skilled Manual,MRS.,2
18909,JODI,CHAVEZ,F,jodi15@adventure-works.com,1955-06-13 00:00:00,80000,Partial College,Y,S,Skilled Manual,MRS.,2
18910,MARCO,PEREZ,M,marco20@adventure-works.com,1975-10-28 00:00:00,30000,Partial College,Y,S,Skilled Manual,MR.,0
18911,ELIJAH,MCDONALD,M,elijah47@adventure-works.com,1975-06-22 00:00:00,30000,High School,N,S,Skilled Manual,MR.,0
18912,TYLER,WILLIAMS,M,tyler6@adventure-works.com,1975-10-17 00:00:00,40000,High School,Y,M,Skilled Manual,MR.,0
18913,JESSE,STEWART,M,jesse26@adventure-works.com,1975-11-07 00:00:00,40000,High School,Y,M,Skilled Manual,MR.,0
18914,FELICIA,RUIZ,F,felicia2@adventure-works.com,1975-07-16 00:00:00,40000,High School,N,S,Skilled Manual,MS.,0
18915,SYDNEY,GONZALEZ,F,sydney58@adventure-works.com,1975-01-05 00:00:00,40000,High School,Y,M,Skilled Manual,MS.,0
18916,CHRISTIAN,MOORE,M,christian41@adventure-works.com,1974-02-03 00:00:00,30000,High School,N,S,Skilled Manual,MR.,0
18917,JONATHAN,NELSON,M,jonathan38@adventure-works.com,1974-03-11 00:00:00,30000,High School,N,M,Skilled Manual,MR.,0
18918,JACQUELINE,ROSS,F,jacqueline4@adventure-works.com,1973-12-26 00:00:00,60000,Partial College,Y,M,Skilled Manual,MS.,0
18919,EDUARDO,HERNANDEZ,M,eduardo26@adventure-works.com,1973-11-17 00:00:00,60000,Partial College,N,S,Skilled Manual,MR.,0
18920,JONATHAN,YOUNG,M,jonathan47@adventure-works.com,1973-05-19 00:00:00,60000,Partial College,N,S,Skilled Manual,MR.,0
18921,RACHEL,BAILEY,NA,rachel36@adventure-works.com,1973-03-25 00:00:00,60000,Partial College,N,S,Skilled Manual,"",0
18922,MADELINE,GONZALEZ,F,madeline8@adventure-works.com,1973-09-05 00:00:00,70000,Partial College,N,S,Professional,MS.,0
18923,CASSANDRA,KAPOOR,F,cassandra1@adventure-works.com,1973-10-23 00:00:00,70000,Partial College,N,M,Professional,MS.,0
18924,RACHEL,WILLIAMS,F,rachel4@adventure-works.com,1973-11-21 00:00:00,70000,Partial College,Y,S,Professional,MS.,0
18925,HALEY,GRIFFIN,F,haley40@adventure-works.com,1976-05-12 00:00:00,60000,Partial College,N,M,Professional,MS.,0
18926,ALEXANDRE,LOBAO,M,alexandre1@adventure-works.com,1976-03-28 00:00:00,60000,Partial College,N,M,Professional,MR.,0
18927,ARIANNA,COX,F,arianna32@adventure-works.com,1976-02-06 00:00:00,60000,Partial College,N,S,Professional,MS.,0
18928,CARMEN,PRASAD,F,carmen12@adventure-works.com,1955-02-26 00:00:00,80000,High School,Y,M,Skilled Manual,MRS.,2
18929,DONALD,GARCIA,M,donald16@adventure-works.com,1955-06-17 00:00:00,80000,High School,Y,S,Skilled Manual,MR.,2
18930,KATELYN,RICHARDSON,F,katelyn8@adventure-works.com,1955-10-17 00:00:00,80000,High School,N,S,Skilled Manual,MRS.,2
18931,ROSA,SHE,F,rosa23@adventure-works.com,1956-12-14 00:00:00,70000,High School,Y,M,Skilled Manual,MRS.,2
18932,CARL,CHANDE,M,carl14@adventure-works.com,1958-08-04 00:00:00,100000,Bachelors,Y,M,Management,MR.,1
18933,KELLI,HUANG,F,kelli6@adventure-works.com,1974-09-03 00:00:00,30000,Partial High School,Y,S,Skilled Manual,MS.,0
18934,JEREMIAH,MOORE,M,jeremiah1@adventure-works.com,1974-02-22 00:00:00,60000,Partial College,Y,S,Professional,MR.,0
18935,JASMINE,JENKINS,F,jasmine47@adventure-works.com,1966-05-18 00:00:00,130000,Graduate Degree,Y,M,Management,MS.,0
18936,MORGAN,COLLINS,F,morgan2@adventure-works.com,1966-01-11 00:00:00,160000,Graduate Degree,N,S,Management,MS.,0
18937,IAN,REED,M,ian87@adventure-works.com,1957-02-10 00:00:00,70000,Partial High School,Y,S,Skilled Manual,MR.,2
18938,LUCAS,LOPEZ,M,lucas44@adventure-works.com,1957-06-02 00:00:00,70000,Partial High School,Y,M,Skilled Manual,MR.,2
18939,HUNTER,MCDONALD,M,hunter6@adventure-works.com,1957-03-27 00:00:00,70000,Partial High School,Y,S,Skilled Manual,MR.,2
18940,SETH,BELL,M,seth85@adventure-works.com,1957-10-17 00:00:00,70000,Partial High School,Y,M,Skilled Manual,MR.,2
18941,PHILIP,TORRES,M,philip12@adventure-works.com,1957-03-08 00:00:00,70000,Partial College,N,M,Professional,MR.,3
18942,BILLY,ORTEGA,M,billy22@adventure-works.com,1957-05-22 00:00:00,70000,Partial College,Y,M,Professional,MR.,3
18943,KAITLYN,HALL,F,kaitlyn21@adventure-works.com,1957-08-04 00:00:00,70000,Partial College,Y,S,Professional,MRS.,3
18944,MARCUS,TAYLOR,M,marcus9@adventure-works.com,1956-05-06 00:00:00,60000,High School,Y,S,Professional,MR.,2
18945,MARCUS,COX,M,marcus86@adventure-works.com,1956-06-23 00:00:00,60000,High School,N,M,Professional,MR.,2
18946,BRANDON,SIMMONS,M,brandon12@adventure-works.com,1956-08-08 00:00:00,60000,High School,N,M,Professional,MR.,2
18947,DEVIN,BRYANT,M,devin55@adventure-works.com,1956-05-07 00:00:00,70000,Partial College,Y,S,Professional,MR.,3
18948,SYDNEY,BAILEY,F,sydney9@adventure-works.com,1956-03-16 00:00:00,70000,Partial College,N,M,Professional,MRS.,3
18949,JACKSON,HALL,M,jackson52@adventure-works.com,1932-07-02 00:00:00,70000,Graduate Degree,Y,S,Management,MR.,3
18950,LAUREN,ALEXANDER,F,lauren65@adventure-works.com,1965-04-24 00:00:00,90000,Partial College,Y,S,Professional,MRS.,4
18951,DALTON,JONES,M,dalton3@adventure-works.com,1965-12-15 00:00:00,90000,Partial College,Y,S,Professional,MR.,4
18952,CHLOE,HERNANDEZ,F,chloe16@adventure-works.com,1965-10-23 00:00:00,100000,Bachelors,Y,M,Management,MRS.,4
18953,MYA,PATTERSON,F,mya12@adventure-works.com,1965-10-24 00:00:00,110000,Bachelors,Y,S,Management,MRS.,2
18954,DALTON,YOUNG,M,dalton24@adventure-works.com,1965-05-26 00:00:00,120000,Bachelors,N,S,Management,MR.,3
18955,JUSTIN,JONES,M,justin34@adventure-works.com,1962-02-19 00:00:00,40000,High School,Y,S,Skilled Manual,MR.,3
18956,SARA,HOWARD,F,sara12@adventure-works.com,1962-04-17 00:00:00,70000,Bachelors,N,S,Professional,MRS.,1
18957,MACKENZIE,LOPEZ,F,mackenzie42@adventure-works.com,1962-04-10 00:00:00,70000,Bachelors,Y,S,Professional,MRS.,1
18958,NATALIE,SANCHEZ,F,natalie1@adventure-works.com,1962-07-18 00:00:00,70000,Bachelors,Y,S,Professional,MRS.,1
18959,SETH,MORRIS,M,seth89@adventure-works.com,1962-02-04 00:00:00,70000,Bachelors,N,S,Professional,MR.,1
18960,MARCUS,JOHNSON,M,marcus1@adventure-works.com,1962-10-05 00:00:00,70000,Bachelors,N,S,Professional,MR.,1
18961,JEREMIAH,HENDERSON,M,jeremiah28@adventure-works.com,1962-09-05 00:00:00,70000,Bachelors,Y,S,Professional,MR.,1
18962,SETH,PARKER,M,seth44@adventure-works.com,1962-12-25 00:00:00,70000,Partial College,Y,M,Skilled Manual,MR.,1
18963,AMBER,COLLINS,F,amber2@adventure-works.com,1962-02-02 00:00:00,70000,Partial College,Y,M,Skilled Manual,MRS.,1
18964,THOMAS,GONZALEZ,M,thomas45@adventure-works.com,1961-03-09 00:00:00,40000,High School,Y,S,Skilled Manual,MR.,4
18965,RICHARD,TURNER,M,richard33@adventure-works.com,1961-10-16 00:00:00,40000,High School,Y,M,Skilled Manual,MR.,4
18966,CARLY,RAI,F,carly15@adventure-works.com,1942-10-18 00:00:00,50000,Bachelors,Y,M,Management,MRS.,4
18967,XAVIER,CLARK,M,xavier17@adventure-works.com,1942-07-25 00:00:00,60000,Graduate Degree,Y,M,Management,MR.,3
18968,ISAIAH,LOPEZ,M,isaiah36@adventure-works.com,1942-04-15 00:00:00,60000,Graduate Degree,Y,M,Management,MR.,3
18969,ANNA,COX,F,anna15@adventure-works.com,1942-07-12 00:00:00,60000,Graduate Degree,Y,M,Management,MRS.,3
18970,JASON,ROBERTS,M,jason34@adventure-works.com,1943-08-12 00:00:00,60000,Graduate Degree,Y,M,Management,MR.,3
18971,WYATT,MOORE,M,wyatt8@adventure-works.com,1943-02-12 00:00:00,70000,Bachelors,Y,M,Management,MR.,5
18972,BENJAMIN,BUTLER,M,benjamin15@adventure-works.com,1943-02-07 00:00:00,70000,Bachelors,Y,M,Management,MR.,5
18973,KATE,YUAN,F,kate5@adventure-works.com,1943-06-10 00:00:00,70000,Bachelors,Y,M,Management,MRS.,5
18974,JAMES,RODRIGUEZ,M,james93@adventure-works.com,1943-05-26 00:00:00,80000,Bachelors,Y,M,Management,MR.,5
18975,SAMUEL,BRYANT,M,samuel17@adventure-works.com,1944-05-16 00:00:00,30000,Partial High School,N,M,Clerical,MR.,5
18976,GARRETT,HOWARD,M,garrett16@adventure-works.com,1944-04-21 00:00:00,40000,High School,Y,S,Professional,MR.,4
18977,JACKSON,WANG,M,jackson26@adventure-works.com,1944-08-17 00:00:00,40000,High School,N,M,Professional,MR.,4
18978,ISAIAH,MORGAN,M,isaiah12@adventure-works.com,1944-08-07 00:00:00,40000,High School,N,M,Professional,MR.,4
18979,NOAH,TAYLOR,M,noah49@adventure-works.com,1944-03-21 00:00:00,40000,High School,N,M,Professional,MR.,4
18980,SOPHIA,HERNANDEZ,F,sophia16@adventure-works.com,1944-10-17 00:00:00,40000,High School,N,M,Professional,MRS.,4
18981,SAVANNAH,WATSON,F,savannah7@adventure-works.com,1944-04-27 00:00:00,70000,Bachelors,Y,M,Management,MRS.,4
18982,KYLE,BAKER,M,kyle46@adventure-works.com,1945-04-07 00:00:00,40000,High School,Y,S,Professional,MR.,4
18983,DESTINY,PRICE,F,destiny48@adventure-works.com,1945-10-20 00:00:00,40000,High School,N,M,Professional,MRS.,5
18984,SHELBY,RIVERA,F,shelby17@adventure-works.com,1945-08-15 00:00:00,70000,Bachelors,Y,S,Management,MRS.,4
18985,PAIGE,BAILEY,F,paige40@adventure-works.com,1945-01-21 00:00:00,70000,Bachelors,Y,M,Management,MRS.,4
18986,ROBERT,ROBERTS,M,robert47@adventure-works.com,1945-07-12 00:00:00,70000,Bachelors,Y,S,Management,MR.,4
18987,HUNTER,ADAMS,M,hunter40@adventure-works.com,1945-02-13 00:00:00,70000,Bachelors,Y,M,Management,MR.,5
18988,COURTNEY,BAKER,F,courtney13@adventure-works.com,1945-01-05 00:00:00,70000,Bachelors,N,S,Management,MRS.,5
18989,CINDY,SURI,F,cindy1@adventure-works.com,1945-10-20 00:00:00,70000,Bachelors,Y,M,Management,MRS.,5
18990,AMANDA,HENDERSON,F,amanda26@adventure-works.com,1946-02-22 00:00:00,70000,Bachelors,Y,M,Management,MRS.,5
18991,EVAN,COOK,M,evan22@adventure-works.com,1946-05-02 00:00:00,70000,Bachelors,Y,M,Management,MR.,5
18992,DAVID,PERRY,M,david40@adventure-works.com,1946-10-19 00:00:00,60000,Bachelors,Y,M,Management,MR.,4
18993,KEVIN,ROSS,M,kevin8@adventure-works.com,1946-11-14 00:00:00,60000,Bachelors,Y,M,Management,MR.,4
18994,JACKSON,ALLEN,M,jackson46@adventure-works.com,1947-11-21 00:00:00,70000,Partial College,Y,M,Professional,MR.,2
18995,MELISSA,GRAY,F,melissa28@adventure-works.com,1947-05-02 00:00:00,70000,Partial College,Y,S,Professional,MRS.,2
18996,KATHERINE,TURNER,F,katherine53@adventure-works.com,1947-11-13 00:00:00,70000,Partial College,Y,M,Professional,MRS.,2
18997,ERIC,KING,M,eric59@adventure-works.com,1947-03-09 00:00:00,70000,Partial College,Y,M,Professional,MR.,2
18998,AIDAN,BENNETT,M,aidan1@adventure-works.com,1947-11-07 00:00:00,60000,Bachelors,Y,M,Management,MR.,5
18999,MACKENZIE,WATSON,F,mackenzie7@adventure-works.com,1947-04-24 00:00:00,60000,Bachelors,N,M,Management,MRS.,5
19000,MAKAYLA,BLUE,F,makayla12@adventure-works.com,1948-11-12 00:00:00,40000,High School,Y,M,Professional,MRS.,2
19001,FERNANDO,BROWN,M,fernando4@adventure-works.com,1948-02-24 00:00:00,40000,High School,N,M,Professional,MR.,2
19002,ALEXIS,THOMPSON,F,alexis13@adventure-works.com,1948-10-08 00:00:00,60000,Partial College,Y,M,Professional,MRS.,2
19003,JARED,STEWART,M,jared24@adventure-works.com,1948-12-09 00:00:00,60000,Bachelors,N,M,Management,MR.,2
19004,IAN,ROGERS,M,ian86@adventure-works.com,1948-09-03 00:00:00,60000,Bachelors,Y,M,Management,MR.,2
19005,LAUREN,PETERSON,F,lauren15@adventure-works.com,1949-03-27 00:00:00,60000,Partial College,Y,S,Professional,MRS.,2
19006,LESLIE,MARTIN,F,leslie0@adventure-works.com,1950-04-20 00:00:00,60000,Partial College,Y,M,Professional,MRS.,2
19007,MACKENZIE,SANCHEZ,F,mackenzie26@adventure-works.com,1950-09-12 00:00:00,60000,Partial College,Y,M,Professional,MRS.,2
19008,HAILEY,MURPHY,F,hailey6@adventure-works.com,1950-05-11 00:00:00,60000,High School,N,S,Professional,MRS.,2
19009,ARIANNA,WATSON,F,arianna21@adventure-works.com,1950-10-24 00:00:00,60000,Partial College,Y,M,Professional,MRS.,2
19010,NAOMI,ORTEGA,F,naomi21@adventure-works.com,1950-06-08 00:00:00,60000,Partial College,Y,M,Professional,MRS.,2
19011,MARIA,COOK,F,maria5@adventure-works.com,1950-08-09 00:00:00,70000,Partial College,Y,M,Professional,MRS.,4
19012,OSCAR,BRYANT,M,oscar4@adventure-works.com,1950-04-13 00:00:00,80000,Bachelors,Y,M,Management,MR.,3
19013,AMANDA,PHILLIPS,F,amanda49@adventure-works.com,1950-11-08 00:00:00,80000,Bachelors,Y,S,Management,MRS.,3
19014,JONATHAN,HERNANDEZ,M,jonathan48@adventure-works.com,1951-07-06 00:00:00,60000,High School,Y,M,Professional,MR.,2
19015,THOMAS,GRIFFIN,M,thomas23@adventure-works.com,1951-02-11 00:00:00,60000,High School,Y,M,Professional,MR.,2
19016,SIERRA,WRIGHT,F,sierra17@adventure-works.com,1951-10-27 00:00:00,60000,Partial College,Y,M,Professional,MRS.,2
19017,ZOE,BROOKS,F,zoe1@adventure-works.com,1951-09-11 00:00:00,60000,Partial College,Y,M,Professional,MRS.,2
19018,NICOLE,GRAY,F,nicole41@adventure-works.com,1951-11-11 00:00:00,60000,Partial College,Y,M,Professional,MRS.,2
19019,JACKSON,GONZALES,M,jackson19@adventure-works.com,1951-09-09 00:00:00,70000,Partial College,Y,M,Professional,MR.,4
19020,JACK,FLORES,M,jack12@adventure-works.com,1952-03-15 00:00:00,70000,Partial High School,Y,S,Skilled Manual,MR.,2
19021,MELISSA,RUSSELL,F,melissa15@adventure-works.com,1952-11-21 00:00:00,70000,Partial High School,N,S,Skilled Manual,MRS.,2
19022,SAMANTHA,WOOD,F,samantha27@adventure-works.com,1952-10-16 00:00:00,70000,Partial High School,Y,M,Skilled Manual,MRS.,2
19023,ARIANNA,POWELL,F,arianna8@adventure-works.com,1952-09-22 00:00:00,70000,Partial High School,Y,M,Skilled Manual,MRS.,2
19024,DALTON,RUSSELL,M,dalton66@adventure-works.com,1952-08-06 00:00:00,70000,Partial High School,Y,S,Skilled Manual,MR.,2
19025,AARON,ROBERTS,M,aaron37@adventure-works.com,1952-11-05 00:00:00,60000,Partial College,Y,S,Professional,MR.,2
19026,LOGAN,HAYES,M,logan23@adventure-works.com,1952-11-06 00:00:00,60000,High School,Y,S,Professional,MR.,2
19027,MAYRA,MADAN,F,mayra7@adventure-works.com,1957-08-21 00:00:00,100000,Partial College,Y,S,Professional,MRS.,2
19028,CEDRIC,WANG,M,cedric1@adventure-works.com,1957-05-26 00:00:00,110000,Partial College,Y,M,Professional,MR.,2
19029,ALICIA,ANDERSEN,F,alicia11@adventure-works.com,1957-08-13 00:00:00,120000,High School,Y,M,Professional,MRS.,2
19030,MARCO,ARUN,M,marco7@adventure-works.com,1957-02-18 00:00:00,130000,Partial College,N,M,Professional,MR.,2
19032,KATRINA,ANDERSEN,F,katrina11@adventure-works.com,1957-04-15 00:00:00,150000,High School,N,S,Professional,MRS.,2
19033,OMAR,LIN,M,omar7@adventure-works.com,1956-09-01 00:00:00,110000,Partial College,Y,S,Professional,MR.,2
19034,TABITHA,DIAZ,F,tabitha22@adventure-works.com,1956-10-24 00:00:00,120000,High School,Y,S,Professional,MRS.,3
19035,STANLEY,SCHMIDT,M,stanley11@adventure-works.com,1956-09-24 00:00:00,120000,High School,Y,M,Professional,MR.,3
19036,ALLEN,RANA,M,allen9@adventure-works.com,1955-04-26 00:00:00,130000,Partial College,Y,M,Professional,MR.,3
19037,MARSHALL,CHEN,M,marshall1@adventure-works.com,1955-08-14 00:00:00,160000,High School,Y,M,Professional,MR.,3
19038,JOE,PATEL,M,joe7@adventure-works.com,1954-08-16 00:00:00,80000,Partial College,Y,S,Professional,MR.,3
19039,MELVIN,PAL,M,melvin10@adventure-works.com,1944-02-12 00:00:00,80000,Bachelors,N,M,Management,MR.,5
19040,EUGENE,SUN,M,eugene17@adventure-works.com,1944-09-04 00:00:00,110000,Bachelors,Y,M,Management,MR.,3
19041,AUTUMN,ZHENG,F,autumn19@adventure-works.com,1945-06-02 00:00:00,70000,High School,Y,S,Professional,MRS.,5
19042,RONNIE,CAI,M,ronnie18@adventure-works.com,1945-05-12 00:00:00,80000,Partial College,N,M,Professional,MR.,5
19043,JESSICA,JONES,F,jessica50@adventure-works.com,1945-06-10 00:00:00,100000,Graduate Degree,N,M,Management,MRS.,2
19044,CESAR,RANA,M,cesar10@adventure-works.com,1945-04-01 00:00:00,130000,Bachelors,Y,M,Management,MR.,4
19045,ROSS,RODRIGUEZ,M,ross18@adventure-works.com,1946-08-03 00:00:00,90000,Partial College,Y,S,Professional,MR.,5
19046,SHAWNA,RAJE,F,shawna15@adventure-works.com,1946-02-11 00:00:00,110000,Bachelors,Y,M,Management,MRS.,3
19047,SYDNEY,WALKER,F,sydney85@adventure-works.com,1946-03-10 00:00:00,130000,Partial College,Y,M,Professional,MRS.,4
19048,BRYANT,RAMAN,M,bryant11@adventure-works.com,1946-10-17 00:00:00,130000,Partial College,N,M,Professional,MR.,4
19049,CRAIG,GUTIERREZ,M,craig12@adventure-works.com,1946-10-13 00:00:00,170000,Bachelors,Y,M,Management,MR.,4
19050,JOEL,CHAPMAN,M,joel1@adventure-works.com,1953-10-25 00:00:00,90000,Partial College,N,M,Professional,MR.,3
19051,TAYLOR,HENDERSON,F,taylor30@adventure-works.com,1954-05-20 00:00:00,90000,High School,Y,S,Professional,MRS.,4
19052,KRISTI,KAPOOR,F,kristi17@adventure-works.com,1954-06-15 00:00:00,90000,High School,Y,M,Professional,MRS.,4
19053,GERALD,JORDAN,M,gerald30@adventure-works.com,1954-08-21 00:00:00,130000,Partial College,N,S,Professional,MR.,3
19054,ARTHUR,ALONSO,M,arthur32@adventure-works.com,1954-06-21 00:00:00,150000,High School,N,S,Professional,MR.,3
19055,GARRETT,BAILEY,M,garrett20@adventure-works.com,1954-04-15 00:00:00,160000,High School,Y,M,Professional,MR.,3
19056,CARLA,VAN,F,carla7@adventure-works.com,1953-07-04 00:00:00,100000,Bachelors,Y,M,Management,MRS.,3
19057,JOANNA,RAMOS,F,joanna16@adventure-works.com,1953-09-16 00:00:00,120000,Bachelors,N,M,Management,MRS.,3
19058,SHAWN,GOEL,M,shawn21@adventure-works.com,1953-06-05 00:00:00,130000,Partial College,Y,M,Professional,MR.,4
19059,GEORGE,RODRIGUEZ,M,george26@adventure-works.com,1953-02-25 00:00:00,130000,Partial College,Y,M,Professional,MR.,5
19060,STEPHANIE,STONE,F,stephanie3@adventure-works.com,1953-05-18 00:00:00,160000,Bachelors,Y,M,Management,MRS.,3
19061,HEATHER,GAO,F,heather14@adventure-works.com,1952-03-10 00:00:00,80000,Partial College,Y,S,Professional,MRS.,4
19062,ERICA,ZHOU,F,erica8@adventure-works.com,1952-09-25 00:00:00,80000,Partial College,Y,M,Professional,MRS.,4
19063,GABRIELLE,KELLY,F,gabrielle20@adventure-works.com,1952-11-23 00:00:00,80000,High School,Y,M,Professional,MRS.,4
19064,VERONICA,MADAN,F,veronica8@adventure-works.com,1952-12-16 00:00:00,90000,High School,Y,M,Professional,MRS.,4
19065,MICHELE,ARUN,F,michele62@adventure-works.com,1952-04-24 00:00:00,110000,Partial College,N,M,Professional,MRS.,4
19066,DYLAN,SHARMA,M,dylan29@adventure-works.com,1952-01-23 00:00:00,130000,Partial College,N,M,Professional,MR.,4
19067,MISTY,LUO,F,misty7@adventure-works.com,1951-02-08 00:00:00,90000,High School,Y,M,Professional,MRS.,4
19068,ALMA,SON,F,alma1@adventure-works.com,1951-04-10 00:00:00,120000,Partial College,N,M,Professional,MRS.,4
19069,THOMAS,HALL,M,thomas84@adventure-works.com,1950-07-12 00:00:00,90000,High School,Y,M,Management,MR.,4
19070,KRISTOPHER,GARCIA,M,kristopher13@adventure-works.com,1950-09-27 00:00:00,130000,High School,Y,M,Management,MR.,4
19071,JOE,JIMENEZ,M,joe29@adventure-works.com,1950-04-15 00:00:00,130000,High School,N,M,Management,MR.,4
19072,TAMARA,LU,F,tamara1@adventure-works.com,1949-02-03 00:00:00,150000,Partial College,Y,M,Management,MRS.,4
19073,LOLAN,SONG,M,lolan1@adventure-works.com,1949-09-07 00:00:00,170000,High School,N,M,Management,MR.,0
19074,COLLEEN,SHEN,F,colleen26@adventure-works.com,1948-05-11 00:00:00,70000,Partial High School,Y,M,Skilled Manual,MRS.,5
19075,BRENT,WU,M,brent6@adventure-works.com,1948-03-24 00:00:00,80000,High School,Y,M,Management,MR.,5
19076,JACLYN,PAL,F,jaclyn36@adventure-works.com,1948-06-02 00:00:00,90000,High School,Y,M,Management,MRS.,4
19077,PEDRO,PRASAD,M,pedro9@adventure-works.com,1948-09-10 00:00:00,110000,High School,Y,M,Management,MR.,4
19078,MISTY,SHE,F,misty1@adventure-works.com,1947-02-03 00:00:00,80000,Partial High School,Y,S,Skilled Manual,MRS.,5
19079,BRETT,LOPEZ,M,brett16@adventure-works.com,1947-08-18 00:00:00,80000,Partial High School,Y,M,Skilled Manual,MR.,5
19080,ROSS,VANCE,M,ross3@adventure-works.com,1947-09-17 00:00:00,90000,Partial High School,Y,S,Skilled Manual,MR.,5
19081,LESLIE,RUBIO,F,leslie21@adventure-works.com,1947-08-07 00:00:00,100000,Partial High School,N,M,Professional,MRS.,4
19082,ALVIN,ZHANG,M,alvin1@adventure-works.com,1947-08-12 00:00:00,120000,Partial High School,Y,M,Professional,MR.,5
19083,STEVEN,RIVERA,M,steven26@adventure-works.com,1975-02-10 00:00:00,70000,Bachelors,N,S,Professional,MR.,0
19084,COLLEEN,RAJE,F,colleen37@adventure-works.com,1976-08-13 00:00:00,70000,Bachelors,N,S,Professional,MS.,0
19085,SHAWNA,KUMAR,F,shawna8@adventure-works.com,1976-10-23 00:00:00,70000,Bachelors,Y,M,Professional,MS.,0
19087,ERICA,GAO,F,erica15@adventure-works.com,1975-08-19 00:00:00,80000,Bachelors,Y,M,Professional,MS.,0
19088,RAFAEL,KUMAR,M,rafael31@adventure-works.com,1974-11-02 00:00:00,70000,Bachelors,Y,S,Professional,MR.,0
19089,REGINA,ARTHUR,F,regina6@adventure-works.com,1975-10-12 00:00:00,90000,Bachelors,N,S,Professional,MS.,0
19090,MARSHALL,CHANDER,M,marshall36@adventure-works.com,1974-03-16 00:00:00,80000,Bachelors,N,S,Professional,MR.,0
19091,WARREN,YUAN,M,warren15@adventure-works.com,1973-02-09 00:00:00,80000,Bachelors,N,S,Professional,MR.,0
19092,ERIC,GONZALEZ,M,eric51@adventure-works.com,1974-03-07 00:00:00,80000,Bachelors,N,S,Professional,MR.,0
19093,TARA,ASHE,F,tara23@adventure-works.com,1974-12-20 00:00:00,100000,High School,Y,S,Management,MS.,0
19094,TODD,YANG,M,todd6@adventure-works.com,1973-06-23 00:00:00,90000,Bachelors,N,S,Professional,MR.,0
19095,MEREDITH,MARTINEZ,F,meredith17@adventure-works.com,1973-11-07 00:00:00,100000,High School,Y,S,Management,MS.,0
19096,DOUGLAS,SURI,M,douglas4@adventure-works.com,1972-10-23 00:00:00,100000,High School,Y,S,Management,MR.,0
19097,MINDY,PAL,F,mindy17@adventure-works.com,1971-07-15 00:00:00,80000,Bachelors,Y,S,Professional,MS.,0
19098,XAVIER,EVANS,M,xavier40@adventure-works.com,1972-08-22 00:00:00,110000,Partial College,Y,M,Management,MR.,0
19099,SHEENA,DENG,F,sheena1@adventure-works.com,1972-11-09 00:00:00,120000,Partial High School,Y,M,Professional,MS.,0
19100,BRADLEY,RAI,M,bradley20@adventure-works.com,1971-06-01 00:00:00,100000,High School,Y,M,Management,MR.,0
19101,SUSAN,CAI,F,susan32@adventure-works.com,1970-12-07 00:00:00,90000,Bachelors,N,S,Professional,MS.,0
19102,CLAUDIA,YE,F,claudia8@adventure-works.com,1970-03-10 00:00:00,100000,High School,Y,S,Management,MS.,0
19103,JOHNATHAN,RAMAN,M,johnathan14@adventure-works.com,1970-07-26 00:00:00,150000,Partial High School,N,M,Professional,MR.,0
19104,MARIAH,JAMES,F,mariah32@adventure-works.com,1971-02-28 00:00:00,100000,Partial High School,Y,M,Professional,MS.,0
19105,STACY,DOMINGUEZ,F,stacy13@adventure-works.com,1971-04-03 00:00:00,150000,Bachelors,Y,S,Management,MS.,0
19106,TERRANCE,SAI,M,terrance4@adventure-works.com,1971-02-03 00:00:00,160000,Partial High School,N,M,Management,MR.,4
19107,FRANKLIN,LIU,M,franklin4@adventure-works.com,1964-11-03 00:00:00,80000,Partial College,Y,M,Professional,MR.,4
19108,HALEY,STEWART,F,haley0@adventure-works.com,1972-04-07 00:00:00,60000,Graduate Degree,Y,S,Skilled Manual,MRS.,1
19109,JADE,BROOKS,F,jade0@adventure-works.com,1972-07-03 00:00:00,60000,Graduate Degree,Y,M,Professional,MRS.,1
19110,JESSE,KELLY,M,jesse2@adventure-works.com,1972-08-04 00:00:00,70000,Graduate Degree,Y,M,Professional,MR.,1
19111,MARIAH,KELLY,F,mariah2@adventure-works.com,1972-03-03 00:00:00,70000,Graduate Degree,Y,M,Professional,MRS.,2
19112,VICTORIA,HUGHES,F,victoria59@adventure-works.com,1970-10-13 00:00:00,50000,Bachelors,Y,M,Skilled Manual,MRS.,1
